,Name,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,n_price
4413,Maruti Alto 800 LXI,4660.2,2016,51639,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,8140
4414,Hyundai i20 Magna 1.2,7511.5,2015,21000,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,13517
4415,Ford Ecosport 1.5 DV5 MT Trend,9581.0,2013,90000,Diesel,Manual,First,22.7 kmpl,1498 CC,5.0,20987
4416,BMW 3 Series GT 320d Luxury Line,50587.68,2015,36255,Diesel,Automatic,First,19.59 kmpl,1995 CC,5.0,98795
4417,BMW X5 xDrive 30d,41389.92,2011,58000,Diesel,Automatic,Second,11.7 kmpl,2993 CC,5.0,40301
4418,Honda Amaze S i-Vtech,7986.72,2014,48997,Petrol,Manual,Second,18.0 kmpl,1198 CC,5.0,14396
4419,Ford EcoSport 1.5 Ti VCT MT Titanium,8814.52,2014,31130,Petrol,Manual,First,15.85 kmpl,1499 CC,5.0,20249
4420,Jaguar XF 3.0 Litre S Premium Luxury,25416.48,2012,75668,Diesel,Automatic,First,14.74 kmpl,2993 CC,5.0,55809
4421,Toyota Corolla 1.8 J,16862.56,2015,12000,Petrol,Manual,First,14.53 kmpl,1798 CC,5.0,41606
4422,Hyundai i10 Sportz,4292.29,2014,90000,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0,10505
4423,Mercedes-Benz New C-Class C220 CDI Executive Edition,58237.15,2019,17320,Diesel,Automatic,First,15.8 kmpl,2148 CC,5.0,107067
4424,Skoda Laura Ambiente 2.0 TDI CR MT,5595.3,2011,85000,Diesel,Manual,Second,20.0 kmpl,1968 CC,5.0,27739
4425,Ford Endeavour 4x2 XLT,9197.76,2007,130000,Diesel,Manual,First,13.1 kmpl,2499 CC,7.0,52056
4426,Ford Figo Petrol EXI,6959.64,2013,60328,Petrol,Manual,First,15.6 kmpl,1196 CC,5.0,14230
4427,Honda Amaze S i-Vtech,8277.98,2015,34327,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,14583
4428,Tata Indica Vista TDI LS,5058.77,2014,75000,Diesel,Manual,First,19.1 kmpl,1405 CC,5.0,20473
4429,Volvo XC60 D4 Summum,27976.52,2012,86000,Diesel,Automatic,Second,14.7 kmpl,1985 CC,5.0,95339
4430,Datsun Redi GO Sport,4752.18,2017,12000,Petrol,Manual,First,22.7 kmpl,799 CC,5.0,7792
4431,Hyundai EON Era Plus,5886.57,2013,57759,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,8679
4432,Maruti Alto 800 VXI,3740.42,2016,24300,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,7229
4433,Volkswagen Polo Petrol Trendline 1.2L,5518.66,2011,66000,Petrol,Manual,Second,16.47 kmpl,1198 CC,5.0,13939
4434,Hyundai i10 Asta,5978.54,2015,75915,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,11873
4435,Nissan Sunny 2011-2014 XL,4445.58,2013,107000,Petrol,Manual,Second,16.95 kmpl,1498 CC,5.0,17156
4436,Toyota Corolla Altis G,5365.36,2008,86000,Petrol,Manual,Second,14.53 kmpl,1798 CC,5.0,37487
4437,Hyundai Verna CRDi ABS,5365.36,2009,160000,Diesel,Manual,Second,18.1 kmpl,1493 CC,5.0,21916
4438,Maruti Alto 800 2016-2019 LXI Optional,5365.36,2019,3000,Petrol,Manual,First,24.7 kmpl,796 CC,5.0,8036
4439,Hyundai i20 Sportz 1.4 CRDi,10730.72,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,5.0,22293
4440,Hyundai Verna 1.6 CRDi AT S,13336.75,2016,33000,Diesel,Automatic,First,19.08 kmpl,1582 CC,5.0,33498
4441,Audi Q7 3.0 TDI Quattro Technology,68983.2,2014,60000,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0,108145
4442,Tata Indica V2 eLS,2759.33,2016,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,5.0,12936
4443,Chevrolet Spark 1.0 LS,1517.63,2007,42100,Petrol,Manual,First,18.0 kmpl,995 CC,5.0,11303
4444,Hyundai Grand i10 1.2 Kappa Magna,7358.21,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,12879
4445,Toyota Fortuner 4x4 MT TRD Sportivo,27516.63,2014,97000,Diesel,Manual,First,12.55 kmpl,2982 CC,7.0,23861
4446,Mahindra E Verito D4,19928.48,2016,50000,Electric,Automatic,First,14 kmpl,72 CC,5.0,8267
4447,Hyundai Grand i10 1.2 Kappa Asta,8676.55,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14454
4448,Honda City 1.5 S MT,4752.18,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,21919
4449,Hyundai Elite i20 Petrol Asta,10025.56,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,15576
4450,Toyota Innova 2.5 G4 Diesel 8-seater,20235.07,2015,147848,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,45166
4451,Ford Mustang V8,87072.13,2018,21290,Petrol,Automatic,First,13.0 kmpl,4951 CC,4.0,95102
4452,Toyota Innova Crysta 2.8 GX AT,29739.42,2019,14076,Diesel,Automatic,First,11.36 kmpl,2755 CC,7.0,65631
4453,Maruti Zen Estilo 1.1 VXI BSIII,2529.38,2007,75180,Petrol,Manual,First,18.2 kmpl,1061 CC,5.0,11553
4454,Maruti Swift ZDi,6668.38,2013,92000,Diesel,Manual,Second,22.9 kmpl,1248 CC,5.0,16462
4455,Fiat Avventura MULTIJET Emotion,9964.24,2015,57266,Diesel,Manual,First,20.5 kmpl,1248 CC,5.0,19439
4456,Maruti Zen Estilo VXI BSIII,1701.59,2007,64000,Petrol,Manual,First,18.2 kmpl,998 CC,5.0,11177
4457,Renault Duster 85PS Diesel RxL,8431.28,2013,41000,Diesel,Manual,First,19.87 kmpl,1461 CC,5.0,24464
4458,Mitsubishi Pajero 2.8 SFX,16862.56,2012,45999,Diesel,Manual,First,10.5 kmpl,2835 CC,6.0,46749
4459,Maruti Celerio VXI AT,5978.54,2015,50000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,11476
4460,Tata Indica V2 DLS BSIII,2759.33,2013,70000,Diesel,Manual,First,17.88 kmpl,1405 CC,5.0,20440
4461,Hyundai Elite i20 Petrol Asta,9535.01,2016,37540,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,14842
4462,Maruti Celerio VXI AT,6591.73,2014,44000,Petrol,Automatic,First,23.1 kmpl,998 CC,5.0,12344
4463,Hyundai Grand i10 1.2 Kappa Asta,9182.43,2017,22500,Petrol,Manual,First,18.9 kmpl,1197 CC,5.0,14640
4464,Hyundai i20 1.2 Magna Executive,9197.76,2017,17431,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,14302
4465,Hyundai Verna 1.6 SX VTVT (O),8967.82,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,5.0,26504
4466,Land Rover Freelander 2 SE,30567.22,2014,61730,Diesel,Automatic,First,12.39 kmpl,2179 CC,5.0,67093
4467,Maruti Swift VXI BSIII,4445.58,2009,68000,Petrol,Manual,First,16.1 kmpl,1298 CC,5.0,18021
4468,Honda Amaze SX i-VTEC,6515.08,2014,29000,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,13596
4469,Toyota Corolla Altis Diesel D4DG,9182.43,2010,156210,Diesel,Manual,First,21.43 kmpl,1364 CC,5.0,21917
4470,Honda Amaze S Diesel,5058.77,2013,46500,Diesel,Manual,First,27.4 kmpl,1498 CC,5.0,13764
4471,Audi A6 3.0 TDI quattro,12386.32,2009,52830,Diesel,Automatic,Second,16.77 kmpl,2967 CC,5.0,33097
4472,Maruti Wagon R VXI,6898.32,2017,39867,Petrol,Manual,First,22.5 kmpl,998 CC,5.0,10310
4473,Honda Mobilio E i DTEC,9964.24,2014,58972,Diesel,Manual,First,24.2 kmpl,1498 CC,7.0,19595
4474,Honda CR-V 2.4 4WD AT,5978.54,2006,66000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,5.0,26258
4475,Hyundai Verna 1.6 SX VTVT (O),8048.04,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,5.0,25741
4476,Hyundai Santa Fe 4x4 AT,26060.32,2014,58000,Diesel,Automatic,First,11.72 kmpl,2199 CC,7.0,69558
4477,Hyundai i10 Sportz AT,5365.36,2012,58000,Petrol,Automatic,First,16.95 kmpl,1197 CC,5.0,15267
4478,Ford Fusion Plus 1.4 TDCi Diesel,4598.88,2008,75000,Diesel,Manual,Second,17.7 kmpl,1399 CC,5.0,24510
4479,Hyundai i10 Sportz,7465.52,2015,41008,Petrol,Manual,Second,20.36 kmpl,1197 CC,5.0,12064
4480,Hyundai Xcent 1.1 CRDi SX Option,9197.76,2014,65000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,13641
4481,Skoda Superb Style 2.0 TDI AT,23760.88,2015,19000,Diesel,Automatic,First,18.19 kmpl,1968 CC,5.0,85288
4482,Ford Fiesta 1.4 Duratec EXI,2452.74,2008,74000,Petrol,Manual,Second,16.6 kmpl,1388 CC,5.0,21290
4483,Maruti Baleno Zeta Automatic,11113.96,2017,33000,Petrol,Automatic,First,21.4 kmpl,1197 CC,5.0,16747
4484,Skoda Laura 1.9 TDI MT Ambiente,4982.12,2010,95000,Diesel,Manual,Second,17.0 kmpl,1896 CC,5.0,24559
4485,Volkswagen Vento 1.5 TDI Comfortline,5212.06,2012,34000,Diesel,Manual,First,20.64 kmpl,1498 CC,5.0,19187
4486,Audi Q7 3.0 TDI Quattro Technology,46755.28,2014,102865,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0,65885
4487,Hyundai Verna VTVT 1.6 SX Option,12217.69,2016,52378,Petrol,Manual,First,17.0 kmpl,1591 CC,5.0,28470
4488,Mercedes-Benz New C-Class 220 CDI AT,20710.29,2012,38000,Diesel,Automatic,First,14.84 kmpl,2143 CC,5.0,66952
4489,Honda Amaze S i-Dtech,8323.97,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,17404
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,3985.7,2010,107000,Petrol,Manual,First,16.6 kmpl,1388 CC,5.0,21840
4491,Hyundai i20 Magna Optional 1.2,6821.67,2013,445000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,14231
4492,Maruti Alto 800 LXI,4215.64,2017,2196,Petrol,Manual,First,22.74 kmpl,796 CC,5.0,7451
4493,BMW 5 Series 530i Sedan,13413.4,2010,24000,Petrol,Automatic,First,10.6 kmpl,2996 CC,5.0,17792
4494,Fiat Grande Punto 1.4 Emotion,8293.31,2015,44846,Petrol,Manual,Second,14.6 kmpl,1368 CC,5.0,24980
4495,Maruti Dzire AMT ZDI Plus,13106.81,2018,64035,Diesel,Automatic,First,28.4 kmpl,1248 CC,5.0,20733
4496,Mahindra XUV500 W6 2WD,12646.92,2014,45600,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,27822
4497,Volvo XC90 2007-2015 D5 AT AWD,36147.2,2014,102001,Diesel,Automatic,First,11.1 kmpl,2400 CC,7.0,68988
4498,Hyundai i10 Sportz 1.2,6882.99,2014,47439,Petrol,Manual,First,20.36 kmpl,1197 CC,5.0,13058
4499,Toyota Fortuner 3.0 Diesel,19913.15,2010,193254,Diesel,Manual,First,11.5 kmpl,2982 CC,7.0,31856
4500,Tata Nano XTA,4292.29,2016,29000,Petrol,Automatic,First,21.9 kmpl,624 CC,4.0,7309
4501,Renault Lodgy 110PS RxZ 8 Seater,12922.85,2016,51681,Diesel,Manual,First,19.98 kmpl,1461 CC,8.0,27900
4502,Audi Q7 3.0 TDI Quattro Premium Plus,72815.6,2015,50000,Diesel,Automatic,First,12.07 kmpl,2967 CC,7.0,116413
4503,Honda City i VTEC CVT VX,13719.99,2016,42666,Petrol,Automatic,First,18.0 kmpl,1497 CC,5.0,21118
4504,Renault Duster 110PS Diesel RxL,8431.28,2013,65000,Diesel,Manual,Second,19.01 kmpl,1461 CC,5.0,20295
4505,Honda Amaze S i-VTEC,7281.56,2014,18776,Petrol,Manual,First,17.8 kmpl,1198 CC,5.0,14327
4506,Honda Amaze S i-Vtech,7281.56,2016,6714,Petrol,Manual,First,18.0 kmpl,1198 CC,5.0,13968
4507,BMW 3 Series 320i,14563.12,2009,40000,Petrol,Automatic,Second,12.05 kmpl,1995 CC,5.0,64957
4508,Maruti Ritz LDi,5779.26,2011,88539,Diesel,Manual,First,23.2 kmpl,1248 CC,5.0,17265
4509,Honda City 1.5 S MT,6515.08,2012,65055,Petrol,Manual,Second,17.0 kmpl,1497 CC,5.0,18846
4510,BMW 3 Series 320d Sport Line,30505.9,2014,23000,Diesel,Automatic,First,18.88 kmpl,1995 CC,5.0,81193
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,6131.84,2009,60000,Diesel,Manual,First,15.0 kmpl,1896 CC,5.0,24415
4512,Maruti Swift Dzire LXI,6377.11,2013,59350,Petrol,Manual,First,19.1 kmpl,1197 CC,5.0,12401
4513,Jaguar XF 2.2 Litre Executive,58252.48,2015,19000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,5.0,56530
4514,Hyundai Xcent 1.2 Kappa AT SX Option,9718.97,2016,45560,Petrol,Automatic,First,16.9 kmpl,1197 CC,5.0,18434
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,6898.32,2009,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,29967
4516,Maruti Eeco 7 Seater Standard,5748.6,2016,55000,Petrol,Manual,First,15.1 kmpl,1196 CC,7.0,12043
4517,Audi A4 New 2.0 TDI Multitronic,15636.19,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,5.0,62609
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,7664.8,2007,145000,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,44940
4519,Maruti Grand Vitara MT,6055.19,2008,46810,Petrol,Manual,First,9.8 kmpl,1995 CC,5.0,22652
4520,Volkswagen Vento 1.5 TDI Highline,14946.36,2016,62767,Diesel,Manual,First,20.34 kmpl,1498 CC,5.0,24351
4521,Hyundai Elite i20 Petrol Asta,12156.37,2018,18553,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,18519
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,3219.22,2011,143143,Diesel,Manual,First,17.8 kmpl,1399 CC,5.0,21905
4523,Mitsubishi Pajero Sport 4X4,25171.2,2015,53497,Diesel,Manual,First,13.5 kmpl,2477 CC,7.0,42865
4524,Hyundai Santa Fe 4X4,13643.34,2011,148000,Diesel,Manual,Second,14.66 kmpl,2199 CC,7.0,33777
4525,Mahindra XUV500 W8 2WD,11052.64,2012,95000,Diesel,Manual,First,15.1 kmpl,2179 CC,7.0,30773
4526,Toyota Innova 2.5 V Diesel 8-seater,20694.96,2015,100000,Diesel,Manual,First,12.8 kmpl,2494 CC,8.0,50353
4527,Mercedes-Benz GLE 350d,99642.4,2016,29000,Diesel,Automatic,First,11.57 kmpl,2987 CC,5.0,162526
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,11343.9,2014,87000,Diesel,Manual,First,12.05 kmpl,2179 CC,7.0,45691
4529,Honda City 1.5 S AT,7894.74,2014,56838,Petrol,Automatic,First,16.8 kmpl,1497 CC,5.0,23909
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,49054.72,2013,100000,Diesel,Automatic,First,12.0 kmpl,2987 CC,7.0,66284
4531,Honda City 1.5 S MT,4982.12,2011,125000,Petrol,Manual,First,17.0 kmpl,1497 CC,5.0,23414
4532,Maruti Wagon R VXI AMT,6055.19,2017,17000,Petrol,Automatic,First,22.5 kmpl,998 CC,5.0,10326
4533,Tata Indigo eCS GLE BSIII,2299.44,2013,70000,Petrol,Manual,Second,15.4 kmpl,1193 CC,5.0,11166
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,4598.88,2010,50000,Petrol,Manual,Second,17.0 kmpl,1197 CC,5.0,14165
4535,Honda Jazz Active,3050.59,2010,39800,Petrol,Manual,First,16.0 kmpl,1198 CC,5.0,13660
4536,Maruti A-Star Lxi,2069.5,2010,60000,Petrol,Manual,First,19.0 kmpl,998 CC,5.0,8758
4537,BMW 3 Series 320d Highline,20694.96,2009,58000,Diesel,Automatic,First,16.07 kmpl,1995 CC,5.0,68918
4538,Skoda Yeti Elegance,10715.39,2010,110009,Diesel,Manual,First,17.67 kmpl,1968 CC,5.0,45630
4539,Nissan Terrano XV Premium 110 PS,13030.16,2013,85000,Diesel,Manual,First,19.01 kmpl,1461 CC,5.0,28015
4540,Volkswagen Polo Diesel Comfortline 1.2L,4430.25,2010,84000,Diesel,Manual,Second,22.07 kmpl,1199 CC,5.0,10931
4541,BMW 3 Series 320d,16096.08,2011,51000,Diesel,Automatic,First,22.69 kmpl,1995 CC,5.0,75555
4542,Nissan Sunny 2011-2014 XL,6085.85,2013,68880,Petrol,Manual,First,16.95 kmpl,1498 CC,5.0,19381
4543,Maruti Alto K10 VXI AGS,6515.08,2017,5500,Petrol,Automatic,First,24.07 kmpl,998 CC,5.0,13093
4544,Maruti Ritz ZXI,9458.36,2016,40052,Petrol,Manual,First,21.1 kmpl,1197 CC,5.0,14768
4545,Audi Q5 30 TDI quattro Premium Plus,59356.21,2016,47293,Diesel,Automatic,First,14.16 kmpl,1968 CC,5.0,113249
4546,Hyundai Verna CRDi SX,9964.24,2013,79663,Diesel,Manual,First,16.8 kmpl,1493 CC,5.0,24153
4547,Honda Amaze S i-Dtech,6515.08,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,5.0,14420
4548,Honda City i DTEC SV,7281.56,2014,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,5.0,15893
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,27148.72,2014,56501,Diesel,Automatic,First,12.9 kmpl,2755 CC,7.0,61318
4550,Volkswagen Vento 1.5 TDI Highline,8967.82,2015,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,5.0,21245
4551,BMW 5 Series 520d Luxury Line,26474.22,2011,51602,Diesel,Automatic,First,22.48 kmpl,1995 CC,5.0,101009
4552,BMW 3 Series 320d Sedan,14179.88,2007,74199,Diesel,Automatic,First,16.07 kmpl,1995 CC,5.0,79635
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,19545.24,2017,25000,Petrol,Automatic,First,13.0 kmpl,1591 CC,5.0,23871
4554,BMW 3 Series Luxury Line,41389.92,2016,70000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,5.0,84772
4555,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,32192.16,2013,25000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,5.0,69887
4556,Maruti Swift Dzire VDI,12187.03,2017,22000,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0,22948
4557,Maruti Celerio ZXI,6898.32,2015,47020,Petrol,Manual,Second,23.1 kmpl,998 CC,5.0,11199
4558,BMW 3 Series 320d GT Luxury Line,51737.4,2017,8000,Diesel,Automatic,First,19.59 kmpl,1995 CC,5.0,95799
4559,Audi Q7 4.2 TDI Quattro Technology,26842.13,2010,73000,Diesel,Automatic,First,11.33 kmpl,4134 CC,7.0,44803
4560,Honda Jazz V,10424.13,2017,36973,Petrol,Manual,First,18.2 kmpl,1199 CC,5.0,16340
4561,Tata Nano Cx BSIV,2575.37,2014,42083,Petrol,Manual,First,25.4 kmpl,624 CC,4.0,5711
4562,Maruti Alto 800 2016-2019 LXI,4445.58,2016,61000,Petrol,Manual,First,24.7 kmpl,796 CC,5.0,7468
4563,Maruti Wagon R VXI,4844.15,2014,43628,Petrol,Manual,First,22.5 kmpl,998 CC,5.0,8765
4564,Hyundai Xcent 1.1 CRDi Base,5978.54,2014,60000,Diesel,Manual,First,24.4 kmpl,1120 CC,5.0,10869
4565,Chevrolet Beat LT,2989.27,2010,54000,Petrol,Manual,Second,17.8 kmpl,1199 CC,5.0,12063
4566,Jaguar XF 2.2 Litre Luxury,40654.1,2015,27001,Diesel,Automatic,First,16.36 kmpl,2179 CC,5.0,78405
4567,Volkswagen Passat Diesel Highline 2.0 TDI,13796.64,2010,52000,Diesel,Automatic,First,18.33 kmpl,1968 CC,5.0,71358
4568,Hyundai i20 Asta 1.4 CRDi,6898.32,2012,80000,Diesel,Manual,First,21.27 kmpl,1396 CC,5.0,20023
4569,Mitsubishi Pajero 2.8 SFX,13413.4,2008,160000,Diesel,Manual,First,10.5 kmpl,2835 CC,6.0,49853
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,17629.04,2018,3300,Diesel,Automatic,First,24.3 kmpl,1248 CC,5.0,22713
4571,Maruti Alto K10 LXI,4598.88,2016,35027,Petrol,Manual,First,24.07 kmpl,998 CC,5.0,10690
4572,Hyundai EON Magna Plus,5809.92,2015,26568,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7395
4573,Maruti Ciaz VDi Plus SHVS,9197.76,2015,59000,Diesel,Manual,First,28.09 kmpl,1248 CC,5.0,17147
4574,Hyundai Creta 1.6 CRDi SX Option,20311.72,2016,51000,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,35840
4575,Skoda Superb Ambition 2.0 TDI CR AT,12263.68,2012,56400,Diesel,Automatic,First,17.2 kmpl,1968 CC,5.0,60105
4576,Volkswagen Polo 1.5 TDI Highline,8891.17,2015,80000,Diesel,Manual,First,20.14 kmpl,1498 CC,5.0,22365
4577,BMW 5 Series 520d Sedan,21231.5,2012,72000,Diesel,Automatic,Third,18.48 kmpl,1995 CC,5.0,76929
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,20694.96,2013,107000,Diesel,Manual,Second,12.99 kmpl,2494 CC,7.0,48258
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,38324.0,2014,100000,Diesel,Automatic,First,14.21 kmpl,2143 CC,5.0,90980
4580,Volkswagen Polo 1.5 TDI Highline,8415.95,2016,59998,Diesel,Manual,First,20.14 kmpl,1498 CC,5.0,22194
4581,Audi Q3 2.0 TDI,29126.24,2013,105000,Diesel,Automatic,First,17.32 kmpl,1968 CC,5.0,80428
4582,Hyundai i20 1.2 Magna,3832.4,2011,36000,Petrol,Manual,First,18.5 kmpl,1197 CC,5.0,13491
4583,Hyundai i10 Sportz 1.1L,4598.88,2015,24350,Petrol,Manual,Second,19.81 kmpl,1086 CC,5.0,9525
4584,Tata Tigor 1.05 Revotorq XT,10178.85,2018,28973,Diesel,Manual,First,24.7 kmpl,1047 CC,5.0,14718
4585,Hyundai EON Era,4920.8,2017,8243,Petrol,Manual,First,21.1 kmpl,814 CC,5.0,7237
4586,Hyundai Santro Xing GLS,2376.09,2009,136642,Petrol,Manual,Second,17.92 kmpl,1086 CC,5.0,9191
4587,Hyundai Santro Xing GLS,3970.37,2011,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,5.0,11133
4588,Mahindra Scorpio SLX,6131.84,2008,100000,Diesel,Manual,Second,12.7 kmpl,2609 CC,8.0,37030
4589,Honda City i-VTEC S,5932.56,2010,48689,Petrol,Manual,First,17.4 kmpl,1497 CC,5.0,22111
4590,Maruti Vitara Brezza ZDi,14946.36,2017,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,5.0,22566
4591,Audi A4 35 TDI Technology Edition,50449.71,2019,38163,Diesel,Automatic,First,17.11 kmpl,1968 CC,5.0,89206
4592,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,25677.08,2011,43800,Diesel,Automatic,Second,14.21 kmpl,2143 CC,5.0,78900
4593,Honda Civic 2006-2010 1.8 MT Sport,2912.62,2007,92000,Petrol,Manual,First,13.5 kmpl,1799 CC,5.0,45395
4594,Hyundai i20 Magna 1.2,10102.21,2017,14064,Petrol,Manual,First,18.6 kmpl,1197 CC,5.0,15586
4595,Audi Q3 35 TDI Quattro Premium Plus,48947.41,2017,42366,Diesel,Automatic,First,15.73 kmpl,1968 CC,5.0,96510
4596,Honda City i DTEC VX,11113.96,2014,76551,Diesel,Manual,First,25.1 kmpl,1498 CC,5.0,19812
4597,Hyundai i10 Era 1.1 iTech SE,2912.62,2008,72672,Petrol,Manual,First,19.81 kmpl,1086 CC,5.0,11073
4598,Maruti Swift VDI BSIV,5442.01,2015,45000,Diesel,Manual,First,25.2 kmpl,1248 CC,5.0,14527
4599,Ford Endeavour 3.0L 4X4 AT,14179.88,2012,91696,Diesel,Automatic,First,11.4 kmpl,2953 CC,7.0,41285
4600,Ford Ikon 1.3 Flair,2529.38,2009,66484,Petrol,Manual,First,13.8 kmpl,1299 CC,5.0,12227
4601,BMW X1 sDrive 20d xLine,56167.65,2019,15456,Diesel,Automatic,First,20.68 kmpl,1995 CC,5.0,108484
4602,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,24527.36,2011,55000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,5.0,77284
4603,Maruti Eeco 5 STR With AC Plus HTR CNG,8247.32,2019,21112,CNG,Manual,First,15.1 kmpl,1196 CC,5.0,16242
4604,Honda Jazz Select Edition,4828.82,2011,98000,Petrol,Manual,First,16.7 kmpl,1198 CC,5.0,14788
4605,Honda Amaze S i-Dtech,6668.38,2014,61297,Diesel,Manual,First,25.8 kmpl,1498 CC,5.0,16191
4606,Maruti Zen LXi - BS III,1839.55,2006,80000,Petrol,Manual,Second,17.3 kmpl,993 CC,5.0,11031
4607,Hyundai i20 Magna,6285.14,2013,59000,Petrol,Manual,Second,18.5 kmpl,1197 CC,5.0,12639
4608,BMW X5 3.0d,28743.0,2009,150000,Diesel,Automatic,First,11.0 kmpl,2993 CC,5.0,48695
4609,Hyundai Creta 1.6 CRDi SX Option,21124.19,2017,60083,Diesel,Manual,First,19.67 kmpl,1582 CC,5.0,36888
4610,Maruti Swift Dzire LDI,6131.84,2016,85450,Diesel,Manual,First,26.59 kmpl,1248 CC,5.0,14456
4611,Maruti Swift VDI,6637.72,2013,88000,Diesel,Manual,First,22.9 kmpl,1248 CC,5.0,17182
4612,Hyundai Grand i10 1.2 CRDi Asta,8323.97,2015,81828,Diesel,Manual,First,24.0 kmpl,1186 CC,5.0,16312
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,7511.5,2016,18000,Petrol,Manual,First,18.16 kmpl,1196 CC,5.0,14130
4614,BMW X5 X5 M,107307.2,2017,15000,Diesel,Automatic,First,15.97 kmpl,2993 CC,5.0,50280
4615,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,39090.48,2016,34000,Diesel,Automatic,First,11.78 kmpl,2143 CC,5.0,94856
4616,Hyundai Grand i10 AT Asta,7818.1,2015,46000,Petrol,Automatic,First,18.9 kmpl,1197 CC,5.0,15670
4617,Hyundai Verna 1.6 SX CRDi (O),10270.83,2013,48158,Diesel,Manual,First,22.32 kmpl,1582 CC,5.0,23594
4618,BMW 5 Series 525d Sedan,40623.44,2013,93000,Diesel,Automatic,First,16.73 kmpl,2993 CC,5.0,51088
4619,Nissan Micra Diesel XV Premium,5978.54,2013,71007,Diesel,Manual,First,23.08 kmpl,1461 CC,5.0,19820
4620,Maruti SX4 ZXI MT BSIV,4138.99,2010,63067,Petrol,Manual,Second,15.5 kmpl,1586 CC,5.0,22068
4621,Tata Manza Aura Quadrajet BS IV,4522.23,2011,70259,Diesel,Manual,First,21.12 kmpl,1248 CC,5.0,16434
4622,Audi A4 2.0 TDI Multitronic,35258.08,2015,13000,Diesel,Automatic,First,16.55 kmpl,1968 CC,5.0,79827
4623,Maruti Swift Ldi BSIV,3817.07,2009,140000,Diesel,Manual,Second,17.8 kmpl,1248 CC,5.0,16574
